direction,t1_bias,t1_strength,t1_pd_zone,t2_in_4h_ob,t2_in_1h_ob,t2_in_fvg,t2_in_brk,t2_in_rej,t2_in_mit,t2_in_vi,zone_quality,t2_confluence,t2m30_in_ob,t2m30_in_fvg,t2m30_in_brk,t2m30_in_rej,t2m30_choch,t2m30_zone_qual,t4_in_5m_ob,ob_height_atr,entry_depth_ob,session,t3_in_ote,t3_choch,swept,conf_score,sl_atr_ratio,rr_potential,atr_pct_of_price,tp2_distance_r,rvol,vol_pct,mom_12b,mom_48b,mom_96b,body_ratio,atr_rank,bb_score,tsm_score,day_of_week,label,sym,ts,entry,sl,tp1,ml_proba
1,0,0.0,0,0,1,1,0,0,1,0,0.75,0.75,0,0,0,0,0,,0,1.4488295794368353,1.0,0,0,1,1,0.7911125701051334,0.39837484555985836,4.0,0.003934460580674007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,SILVER,2025-01-09 07:00:00+00:00,30.700000762939453,30.651881884869677,30.892476275218556,0.35264965216763655
1,0,0.0,0,0,1,0,0,0,1,0,0.75,0.75,0,0,0,0,0,,0,0.8775043939891801,0.21621220369178998,-1,0,1,1,0.7526817574978176,0.33972715877363274,4.0,0.00430037431300806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PLATINUM,2025-01-09 10:00:00+00:00,980.5,979.0675346549456,986.2298613802177,0.5067997293865519
1,0,0.0,0,1,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,,0,0.8424828497271989,1.0,1,0,1,1,0.8412481444806573,1.6406959832129568,4.0,0.004460033746770208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PLATINUM,2025-01-09 12:00:00+00:00,984.7000122070312,977.4944113240213,1013.5224157390712,0.1778238108607463
1,0,0.0,0,1,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,,0,0.795782977646116,0.0,1,0,1,1,0.8412481444806573,0.2807978654852483,4.0,0.004750229108190486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PLATINUM,2025-01-09 13:00:00+00:00,978.7999877929688,977.4944113240213,984.0222936687587,0.21618429400927797
1,0,0.0,0,1,1,0,0,1,1,0,0.75,0.75,0,0,0,0,0,,0,0.6611901026238541,0.18919186420547335,1,0,1,1,0.8412481444806573,0.5192314267338732,4.0,0.005707862459460529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PLATINUM,2025-01-09 14:00:00+00:00,980.4000244140625,977.4944113240213,992.0224767742275,0.2259307966018786
1,0,0.0,0,1,1,0,0,0,1,0,0.75,0.75,0,0,0,0,0,,0,0.6731853117591354,0.35134689299087773,-1,0,1,1,0.8548739597387386,0.6378116270139411,4.0,0.005602727729497963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PLATINUM,2025-01-09 15:00:00+00:00,981.0,977.4944113240213,995.022354703915,0.23690317348283832
1,0,0.0,0,0,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,,0,0.18231671087739137,1.0,2,0,1,1,0.7645314458836485,1.999999999999996,4.0,0.004425429183777088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SILVER,2025-01-09 19:00:00+00:00,30.985000610351562,30.71075675843076,32.081976018034766,0.3466521351030749
1,0,0.0,0,0,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,,0,0.12349589020690271,0.0,1,1,1,1,0.7699908171540324,1.9999999999999956,4.0,0.005775143825438832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PLATINUM,2025-01-13 14:00:00+00:00,981.5,970.1633926706636,1026.8464293173456,0.3136351921029182
1,0,0.0,0,0,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,,0,0.4602978727869033,0.0,0,0,1,1,0.8360467110641325,2.0000000000000044,3.9999999999999885,0.00501001217884472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,SILVER,2025-01-14 08:00:00+00:00,30.354999542236328,30.050841707445468,31.571630881399766,0.41562230531148553
1,0,0.0,0,0,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,,0,0.47929429952108143,0.0,1,0,1,1,0.7807241795091302,2.000000000000009,3.999999999999988,0.004811444556847417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,SILVER,2025-01-14 14:00:00+00:00,30.354999542236328,30.06289674759513,31.52341072080112,0.383018700760365
